Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Velocity Gaming vs Samurai Esports,Velocity Gaming,Samurai Esports,2,0,Velocity Gaming won
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Global Esports vs Velocity Gaming,Global Esports,Velocity Gaming,1,3,Velocity Gaming won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Exploit vs Clarity,Team Exploit,Clarity,2,0,Team Exploit won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Salt Esports vs EvilG,Salt Esports,EvilG,2,0,Salt Esports won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Arrow vs Aquiver,Team Arrow,Aquiver,2,1,Team Arrow won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Team Exploit vs Salt Esports,Team Exploit,Salt Esports,1,2,Salt Esports won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Namak Boys vs Team Arrow,Namak Boys,Team Arrow,0,2,Team Arrow won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Salt Esports vs Team Arrow,Salt Esports,Team Arrow,3,1,Salt Esports won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Trained To Kill vs Team Legion,Trained To Kill,Team Legion,1,2,Team Legion won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,RedFire.Wasd Arena vs Ragnarok,RedFire.Wasd Arena,Ragnarok,2,0,RedFire.Wasd Arena won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,PN Crew vs Ben10,PN Crew,Ben10,2,0,PN Crew won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Damaru Gaming vs Hell on Earth,Damaru Gaming,Hell on Earth,2,0,Damaru Gaming won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Semifinals,Team Legion vs RedFire.Wasd Arena,Team Legion,RedFire.Wasd Arena,2,1,Team Legion won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Semifinals,PN Crew vs Damaru Gaming,PN Crew,Damaru Gaming,0,2,Damaru Gaming won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,Crash Landin on You vs Tenacity,Crash Landin on You,Tenacity,2,1,Crash Landin on You won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,m.eS Revolutionary Gamers vs Union Gaming,m.eS Revolutionary Gamers,Union Gaming,1,2,Union Gaming won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,nA Whiff Masters vs Team Revanant,nA Whiff Masters,Team Revanant,2,0,nA Whiff Masters won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Quarterfinals,Lexious Gaming vs Run and Gun,Lexious Gaming,Run and Gun,2,0,Lexious Gaming won
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Grand Final,Team Legion vs Damaru Gaming,Team Legion,Damaru Gaming,1,3,Damaru Gaming won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Semifinals,Crash Landin on You vs Union Gaming,Crash Landin on You,Union Gaming,2,0,Crash Landin on You won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Semifinals,nA Whiff Masters vs Lexious Gaming,nA Whiff Masters,Lexious Gaming,0,2,Lexious Gaming won
Valorant Conquerors Championship,Sri Lanka and Maldives Qualifier,Grand Final,Crash Landin on You vs Lexious Gaming,Crash Landin on You,Lexious Gaming,3,2,Crash Landin on You won
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Insurgent Esports vs SE Necrosis,Insurgent Esports,SE Necrosis,2,0,Insurgent Esports won
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Exceeli Esports vs Lariox Esports,Exceeli Esports,Lariox Esports,2,0,Exceeli Esports won
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Regal E-Sports vs Team EthereaL,Regal E-Sports,Team EthereaL,2,0,Regal E-Sports won
Valorant Conquerors Championship,Bangladesh Qualifier,Quarterfinals,Team Assassins vs Zeusaberz Esports,Team Assassins,Zeusaberz Esports,0,2,Zeusaberz Esports won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Quarterfinals,Team Exploit vs GLADIATORS,Team Exploit,GLADIATORS,2,0,Team Exploit won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Quarterfinals,Aquiver vs Team - Perfectionists,Aquiver,Team - Perfectionists,0,2,Team - Perfectionists won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Quarterfinals,Team Arrow vs Team SOVIET,Team Arrow,Team SOVIET,2,0,Team Arrow won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Quarterfinals,Clarity vs MAXD Esports,Clarity,MAXD Esports,0,2,MAXD Esports won
Valorant Conquerors Championship,Bangladesh Qualifier,Semifinals,Insurgent Esports vs Exceeli Esports,Insurgent Esports,Exceeli Esports,0,2,Exceeli Esports won
Valorant Conquerors Championship,Bangladesh Qualifier,Semifinals,Regal E-Sports vs Zeusaberz Esports,Regal E-Sports,Zeusaberz Esports,2,0,Regal E-Sports won
Valorant Conquerors Championship,Bangladesh Qualifier,Grand Final,Exceeli Esports vs Regal E-Sports,Exceeli Esports,Regal E-Sports,3,0,Exceeli Esports won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Global Esports vs FS Esports ,Global Esports,FS Esports ,2,0,Global Esports won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,SUS SquaD vs RedMonk Junior,SUS SquaD,RedMonk Junior,2,0,SUS SquaD won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Team 69 vs Team Valor,Team 69,Team Valor,2,0,Team 69 won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,F1LS Esports vs Reckoning Esports,F1LS Esports,Reckoning Esports,1,2,Reckoning Esports won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Enigma Gaming vs xCeed,Enigma Gaming,xCeed,2,0,Enigma Gaming won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,OnlyFriends vs Team Novas,OnlyFriends,Team Novas,1,2,Team Novas won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,Team XO vs Lethal Esports,Team XO,Lethal Esports,2,0,Team XO won
Valorant Conquerors Championship,India Qualifier #2,Round of 16,GodLike Esports vs YODHA Esports B,GodLike Esports,YODHA Esports B,2,0,GodLike Esports won
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Global Esports vs SUS SquaD,Global Esports,SUS SquaD,2,0,Global Esports won
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Team 69 vs Reckoning Esports,Team 69,Reckoning Esports,2,0,Team 69 won
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Enigma Gaming vs Team Novas,Enigma Gaming,Team Novas,2,1,Enigma Gaming won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Semifinals,Team Exploit vs Team - Perfectionists,Team Exploit,Team - Perfectionists,2,0,Team Exploit won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Semifinals,Team Arrow vs MAXD Esports,Team Arrow,MAXD Esports,2,0,Team Arrow won
Valorant Conquerors Championship,India Qualifier #2,Quarterfinals,Team XO vs GodLike Esports,Team XO,GodLike Esports,2,1,Team XO won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Grand Final,Team Exploit vs Team Arrow,Team Exploit,Team Arrow,3,0,Team Exploit won
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #2,Consolation Final,Team - Perfectionists vs MAXD Esports,Team - Perfectionists,MAXD Esports,0,2,MAXD Esports won
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Global Esports vs Team 69,Global Esports,Team 69,2,1,Global Esports won
Valorant Conquerors Championship,India Qualifier #2,Semifinals,Enigma Gaming vs Team XO,Enigma Gaming,Team XO,0,2,Team XO won
Valorant Conquerors Championship,India Qualifier #2,Consolation Final,Team 69 vs Enigma Gaming,Team 69,Enigma Gaming,1,2,Enigma Gaming won
Valorant Conquerors Championship,India Qualifier #2,Grand Final,Global Esports vs Team XO,Global Esports,Team XO,3,0,Global Esports won
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,Team Arrow vs Lexious Gaming,Team Arrow,Lexious Gaming,2,0,Team Arrow won
Valorant Conquerors Championship,Wildcard Qualifier,Upper Quarterfinals,Enigma Gaming vs Regal E-Sports,Enigma Gaming,Regal E-Sports,2,0,Enigma Gaming won
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,MAXD Esports vs Team XO,MAXD Esports,Team XO,0,2,Team XO won
Valorant Conquerors Championship,Wildcard Qualifier,Upper Semifinals,Team Arrow vs Enigma Gaming,Team Arrow,Enigma Gaming,1,2,Enigma Gaming won
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 1,Lexious Gaming vs Regal E-Sports,Lexious Gaming,Regal E-Sports,2,0,Lexious Gaming won
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 2,MAXD Esports vs Lexious Gaming,MAXD Esports,Lexious Gaming,1,2,Lexious Gaming won
Valorant Conquerors Championship,Wildcard Qualifier,Lower Round 3,Team Arrow vs Lexious Gaming,Team Arrow,Lexious Gaming,2,1,Team Arrow won
Valorant Conquerors Championship,Wildcard Qualifier,Upper Final,Team XO vs Enigma Gaming,Team XO,Enigma Gaming,2,0,Team XO won
Valorant Conquerors Championship,Wildcard Qualifier,Lower Final,Enigma Gaming vs Team Arrow,Enigma Gaming,Team Arrow,2,0,Enigma Gaming won
Valorant Conquerors Championship,Wildcard Qualifier,Grand Final,Team XO vs Enigma Gaming,Team XO,Enigma Gaming,2,3,Enigma Gaming won
Valorant Conquerors Championship,Group Stage,Opening (A),Velocity Gaming vs Exceeli Esports,Velocity Gaming,Exceeli Esports,2,0,Velocity Gaming won
Valorant Conquerors Championship,Group Stage,Opening (A),Team Exploit vs Crash Landin on You,Team Exploit,Crash Landin on You,2,0,Team Exploit won
Valorant Conquerors Championship,Group Stage,Opening (B),Damaru Gaming vs Global Esports,Damaru Gaming,Global Esports,0,2,Global Esports won
Valorant Conquerors Championship,Group Stage,Opening (B),Salt Esports vs Enigma Gaming,Salt Esports,Enigma Gaming,0,2,Enigma Gaming won
Valorant Conquerors Championship,Group Stage,Elimination (A),Exceeli Esports vs Crash Landin on You,Exceeli Esports,Crash Landin on You,2,0,Exceeli Esports won
Valorant Conquerors Championship,Group Stage,Elimination (B),Damaru Gaming vs Salt Esports,Damaru Gaming,Salt Esports,0,2,Salt Esports won
Valorant Conquerors Championship,Group Stage,Winner's (A),Velocity Gaming vs Team Exploit,Velocity Gaming,Team Exploit,1,2,Team Exploit won
Valorant Conquerors Championship,Group Stage,Winner's (B),Global Esports vs Enigma Gaming,Global Esports,Enigma Gaming,2,0,Global Esports won
Valorant Conquerors Championship,Group Stage,Decider (A),Velocity Gaming vs Exceeli Esports,Velocity Gaming,Exceeli Esports,2,0,Velocity Gaming won
Valorant Conquerors Championship,Group Stage,Decider (B),Enigma Gaming vs Salt Esports,Enigma Gaming,Salt Esports,2,0,Enigma Gaming won
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Team Exploit vs Enigma Gaming,Team Exploit,Enigma Gaming,2,0,Team Exploit won
Valorant Conquerors Championship,Playoffs,Upper Bracket Semifinals,Global Esports vs Velocity Gaming,Global Esports,Velocity Gaming,1,2,Velocity Gaming won
Valorant Conquerors Championship,Playoffs,Lower Bracket Round 1,Enigma Gaming vs Global Esports,Enigma Gaming,Global Esports,0,2,Global Esports won
Valorant Conquerors Championship,Playoffs,Upper Bracket Final,Team Exploit vs Velocity Gaming,Team Exploit,Velocity Gaming,0,2,Velocity Gaming won
Valorant Conquerors Championship,Playoffs,Lower Bracket Final,Team Exploit vs Global Esports,Team Exploit,Global Esports,1,2,Global Esports won
Valorant Conquerors Championship,Playoffs,Grand Final,Velocity Gaming vs Global Esports,Velocity Gaming,Global Esports,2,3,Global Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Bren Esports vs CBT Gaming,Bren Esports,CBT Gaming,2,0,Bren Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,EGO vs Sharper Esport,EGO,Sharper Esport,0,2,Sharper Esport won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,ONIC G vs FULL SENSE,ONIC G,FULL SENSE,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,Five Ace Esports vs Paper Rex,Five Ace Esports,Paper Rex,0,2,Paper Rex won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,X10 Esports vs Galaxy Racer,X10 Esports,Galaxy Racer,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Team Big BAAM vs BOOM Esports,Team Big BAAM,BOOM Esports,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,UwU vs Alter Ego,UwU,Alter Ego,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,CERBERUS Esports vs Oasis Gaming,CERBERUS Esports,Oasis Gaming,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Bren Esports vs EGO,Bren Esports,EGO,2,0,Bren Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,CBT Gaming vs Sharper Esport,CBT Gaming,Sharper Esport,2,0,CBT Gaming won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,ONIC G vs Five Ace Esports,ONIC G,Five Ace Esports,2,0,ONIC G won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,FULL SENSE vs Paper Rex,FULL SENSE,Paper Rex,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,X10 Esports vs Team Big BAAM,X10 Esports,Team Big BAAM,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Galaxy Racer vs BOOM Esports,Galaxy Racer,BOOM Esports,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,UwU vs CERBERUS Esports,UwU,CERBERUS Esports,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Alter Ego vs Oasis Gaming,Alter Ego,Oasis Gaming,2,0,Alter Ego won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,Bren Esports vs Sharper Esport,Bren Esports,Sharper Esport,2,0,Bren Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group A,CBT Gaming vs EGO,CBT Gaming,EGO,2,0,CBT Gaming won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,ONIC G vs Paper Rex,ONIC G,Paper Rex,0,2,Paper Rex won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group B,FULL SENSE vs Five Ace Esports,FULL SENSE,Five Ace Esports,2,0,FULL SENSE won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,X10 Esports vs BOOM Esports,X10 Esports,BOOM Esports,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group C,Galaxy Racer vs Team Big BAAM,Galaxy Racer,Team Big BAAM,0,2,Team Big BAAM won
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,UwU vs Oasis Gaming,UwU,Oasis Gaming,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Group Stage,Group D,Alter Ego vs CERBERUS Esports,Alter Ego,CERBERUS Esports,1,1,Draw
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Team Big BAAM vs FULL SENSE,Team Big BAAM,FULL SENSE,2,1,Team Big BAAM won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Bren Esports vs CERBERUS Esports,Bren Esports,CERBERUS Esports,2,0,Bren Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Alter Ego vs BOOM Esports,Alter Ego,BOOM Esports,1,2,BOOM Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs CBT Gaming,Paper Rex,CBT Gaming,2,0,Paper Rex won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,Team Big BAAM vs Bren Esports,Team Big BAAM,Bren Esports,0,2,Bren Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Semifinals,BOOM Esports vs Paper Rex,BOOM Esports,Paper Rex,0,2,Paper Rex won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,FULL SENSE vs CERBERUS Esports,FULL SENSE,CERBERUS Esports,2,0,FULL SENSE won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 1,Alter Ego vs CBT Gaming,Alter Ego,CBT Gaming,2,1,Alter Ego won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,BOOM Esports vs FULL SENSE,BOOM Esports,FULL SENSE,1,2,FULL SENSE won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Upper Finals,Bren Esports vs Paper Rex,Bren Esports,Paper Rex,1,2,Paper Rex won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 2,Team Big BAAM vs Alter Ego,Team Big BAAM,Alter Ego,0,2,Alter Ego won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Round 3,FULL SENSE vs Alter Ego,FULL SENSE,Alter Ego,1,2,Alter Ego won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Lower Bracket Finals,Bren Esports vs Alter Ego,Bren Esports,Alter Ego,2,0,Bren Esports won
Champions Tour SEA Stage 3: Challengers Playoffs,Playoffs,Grand Finals,Paper Rex vs Bren Esports,Paper Rex,Bren Esports,0,3,Bren Esports won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Sharks Esports vs Keyd Stars,Sharks Esports,Keyd Stars,2,0,Sharks Esports won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Gamelanders Blue vs FURIA,Gamelanders Blue,FURIA,1,2,FURIA won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Stars Horizon vs Jaguares Esports,Stars Horizon,Jaguares Esports,2,1,Stars Horizon won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Team Vikings vs Liberty,Team Vikings,Liberty,0,2,Liberty won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Keyd Stars vs Gamelanders Blue,Keyd Stars,Gamelanders Blue,2,1,Keyd Stars won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Jaguares Esports vs Team Vikings,Jaguares Esports,Team Vikings,1,2,Team Vikings won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Sharks Esports vs FURIA,Sharks Esports,FURIA,0,2,FURIA won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Stars Horizon vs Liberty,Stars Horizon,Liberty,0,2,Liberty won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Final,FURIA vs Liberty,FURIA,Liberty,0,3,Liberty won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Sharks Esports vs Keyd Stars,Sharks Esports,Keyd Stars,1,2,Keyd Stars won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Stars Horizon vs Team Vikings,Stars Horizon,Team Vikings,0,2,Team Vikings won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Keyd Stars vs Team Vikings,Keyd Stars,Team Vikings,2,1,Keyd Stars won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Final,FURIA vs Keyd Stars,FURIA,Keyd Stars,0,2,Keyd Stars won
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Grand Final,Liberty vs Keyd Stars,Liberty,Keyd Stars,0,3,Keyd Stars won
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Natus Vincere vs Team Liquid,Natus Vincere,Team Liquid,2,1,Natus Vincere won
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Guild Esports vs forZe,Guild Esports,forZe,2,0,Guild Esports won
