Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,PUGSTARS vs GONJO,PUGSTARS,GONJO,2,1,PUGSTARS won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Akrew vs Team Blank,Akrew,Team Blank,2,0,Akrew won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Mach5 vs Omnipotent Gaming,Mach5,Omnipotent Gaming,2,1,Mach5 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Built By Gamers Academy vs Northern Forces,Built By Gamers Academy,Northern Forces,2,0,Built By Gamers Academy won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Solstice Esports vs Zenigma Alpha,Solstice Esports,Zenigma Alpha,2,0,Solstice Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Skwirel Warriers vs StayHydrated,Skwirel Warriers,StayHydrated,2,0,Skwirel Warriers won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Run it Down vs Conquest Esports,Run it Down,Conquest Esports,2,1,Run it Down won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Nearest Airport vs GodSpeed Gold,Nearest Airport,GodSpeed Gold,2,0,Nearest Airport won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,VIRTUOSO vs dart monkeys,VIRTUOSO,dart monkeys,2,0,VIRTUOSO won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Gifted vs Immortals,Gifted,Immortals,2,0,Gifted won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Zer0 Latency vs YFP Gaming,Zer0 Latency,YFP Gaming,2,0,Zer0 Latency won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,SoaR vs Free Fall,SoaR,Free Fall,2,0,SoaR won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,DarkZero Esports vs DawN,DarkZero Esports,DawN,2,0,DarkZero Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Ghost Gaming vs Nation Gaming,Ghost Gaming,Nation Gaming,2,0,Ghost Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,T1 vs afterMath Esports,T1,afterMath Esports,2,0,T1 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Moon Raccoons vs New Moon,Moon Raccoons,New Moon,2,0,Moon Raccoons won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Lenny Time vs Unknown,Lenny Time,Unknown,2,0,Lenny Time won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Zero MarksMen Black vs BASED,Zero MarksMen Black,BASED,2,1,Zero MarksMen Black won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,TradeLikePros vs Girl Kissers,TradeLikePros,Girl Kissers,0,2,Girl Kissers won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Gen.G vs Team MystiC,Gen.G,Team MystiC,2,0,Gen.G won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Clanless vs Cloud9 White,Clanless,Cloud9 White,0,2,Cloud9 White won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,NYFU vs Gorilla Gang,NYFU,Gorilla Gang,2,1,NYFU won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Built By Gamers Academy vs Solstice Esports,Built By Gamers Academy,Solstice Esports,2,0,Built By Gamers Academy won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Nearest Airport vs Shopify Rebellion GC,Nearest Airport,Shopify Rebellion GC,2,0,Nearest Airport won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,VIRTUOSO vs Gifted,VIRTUOSO,Gifted,2,0,VIRTUOSO won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Complexity vs Aspyre,Complexity,Aspyre,2,0,Complexity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Soniqs vs Moonrise,Soniqs,Moonrise,2,0,Soniqs won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,AstraSect vs Flex Gaming,AstraSect,Flex Gaming,1,2,Flex Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Akrew vs Mach5,Akrew,Mach5,2,1,Akrew won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Skwirel Warriers vs Run it Down,Skwirel Warriers,Run it Down,0,2,Run it Down won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,TSM vs IlluZion,TSM,IlluZion,2,0,TSM won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,BASILISK vs SWARM esports,BASILISK,SWARM esports,2,1,BASILISK won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Cosmic Divide vs Resonate,Cosmic Divide,Resonate,2,1,Cosmic Divide won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Team Reckaroo vs PUGSTARS,Team Reckaroo,PUGSTARS,0,2,PUGSTARS won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Version1 vs Zer0 Latency,Version1,Zer0 Latency,2,0,Version1 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Complexity vs SoaR,Complexity,SoaR,2,1,Complexity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Evil Geniuses vs DarkZero Esports,Evil Geniuses,DarkZero Esports,2,0,Evil Geniuses won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Ghost Gaming vs BASILISK,Ghost Gaming,BASILISK,0,2,BASILISK won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Knights vs Flex Gaming,Knights,Flex Gaming,2,0,Knights won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,T1 vs Moon Raccoons,T1,Moon Raccoons,2,1,T1 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,NRG Esports vs Lenny Time,NRG Esports,Lenny Time,2,0,NRG Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Soniqs vs Zero MarksMen Black,Soniqs,Zero MarksMen Black,1,2,Zero MarksMen Black won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Luminosity vs Girl Kissers,Luminosity,Girl Kissers,2,1,Luminosity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Gen.G vs Cloud9 White,Gen.G,Cloud9 White,2,0,Gen.G won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,100 Thieves vs NYFU,100 Thieves,NYFU,2,0,100 Thieves won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,TSM vs Cosmic Divide,TSM,Cosmic Divide,2,1,TSM won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Sentinels vs PUGSTARS,Sentinels,PUGSTARS,2,0,Sentinels won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Akrew vs Built By Gamers Academy,Akrew,Built By Gamers Academy,2,0,Akrew won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,FaZe Clan vs Run it Down,FaZe Clan,Run it Down,2,0,FaZe Clan won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Nearest Airport vs VIRTUOSO,Nearest Airport,VIRTUOSO,1,2,VIRTUOSO won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Built By Gamers Academy vs PUGSTARS,Built By Gamers Academy,PUGSTARS,2,1,Built By Gamers Academy won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Sentinels vs Akrew,Sentinels,Akrew,2,1,Sentinels won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Evil Geniuses vs BASILISK,Evil Geniuses,BASILISK,2,0,Evil Geniuses won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Ghost Gaming vs DarkZero Esports,Ghost Gaming,DarkZero Esports,1,2,DarkZero Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,NRG Esports vs Zero MarksMen Black,NRG Esports,Zero MarksMen Black,2,0,NRG Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Soniqs vs Lenny Time,Soniqs,Lenny Time,2,1,Soniqs won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Version1 vs Complexity,Version1,Complexity,2,1,Version1 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,FaZe Clan vs VIRTUOSO,FaZe Clan,VIRTUOSO,2,1,FaZe Clan won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,SoaR vs Zer0 Latency,SoaR,Zer0 Latency,0,2,Zer0 Latency won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Cosmic Divide vs NYFU,Cosmic Divide,NYFU,1,2,NYFU won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Nearest Airport vs Run it Down,Nearest Airport,Run it Down,2,1,Nearest Airport won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Luminosity vs Gen.G,Luminosity,Gen.G,2,0,Luminosity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Cloud9 White vs Girl Kissers,Cloud9 White,Girl Kissers,0,2,Girl Kissers won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,100 Thieves vs TSM,100 Thieves,TSM,1,2,TSM won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Knights vs T1,Knights,T1,2,1,Knights won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Moon Raccoons vs Flex Gaming,Moon Raccoons,Flex Gaming,2,0,Moon Raccoons won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Version1 vs Evil Geniuses,Version1,Evil Geniuses,2,0,Version1 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Knights vs NRG Esports,Knights,NRG Esports,0,2,NRG Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Luminosity vs TSM,Luminosity,TSM,1,2,TSM won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Sentinels vs FaZe Clan,Sentinels,FaZe Clan,1,2,FaZe Clan won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,VIRTUOSO vs Zer0 Latency,VIRTUOSO,Zer0 Latency,2,1,VIRTUOSO won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Akrew vs DarkZero Esports,Akrew,DarkZero Esports,1,2,DarkZero Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,100 Thieves vs Moon Raccoons,100 Thieves,Moon Raccoons,2,1,100 Thieves won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Gen.G vs Soniqs,Gen.G,Soniqs,2,1,Gen.G won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Zero MarksMen Black vs Girl Kissers,Zero MarksMen Black,Girl Kissers,2,1,Zero MarksMen Black won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,T1 vs NYFU,T1,NYFU,1,2,NYFU won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,BASILISK vs Built By Gamers Academy,BASILISK,Built By Gamers Academy,0,2,Built By Gamers Academy won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Complexity vs Nearest Airport,Complexity,Nearest Airport,2,1,Complexity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,Version1 vs NRG Esports,Version1,NRG Esports,0,2,NRG Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Built By Gamers Academy vs Complexity,Built By Gamers Academy,Complexity,2,0,Built By Gamers Academy won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,VIRTUOSO vs DarkZero Esports,VIRTUOSO,DarkZero Esports,0,2,DarkZero Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,100 Thieves vs Gen.G,100 Thieves,Gen.G,2,1,100 Thieves won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Zero MarksMen Black vs NYFU,Zero MarksMen Black,NYFU,1,2,NYFU won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,TSM vs FaZe Clan,TSM,FaZe Clan,1,2,FaZe Clan won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Knights vs DarkZero Esports,Knights,DarkZero Esports,2,0,Knights won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Luminosity vs Built By Gamers Academy,Luminosity,Built By Gamers Academy,2,0,Luminosity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Evil Geniuses vs 100 Thieves,Evil Geniuses,100 Thieves,0,2,100 Thieves won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Sentinels vs NYFU,Sentinels,NYFU,2,1,Sentinels won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Knights vs 100 Thieves,Knights,100 Thieves,1,2,100 Thieves won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Sentinels vs Luminosity,Sentinels,Luminosity,1,2,Luminosity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,TSM vs 100 Thieves,TSM,100 Thieves,2,1,TSM won
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,Version1 vs Luminosity,Version1,Luminosity,1,2,Luminosity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Gorilla Gang vs Phoenix2,Gorilla Gang,Phoenix2,2,0,Gorilla Gang won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Team Reckaroo vs Gen.G Black,Team Reckaroo,Gen.G Black,2,0,Team Reckaroo won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,T1 vs Misfits Black,T1,Misfits Black,2,0,T1 won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,afterMath Esports vs Team Opulence Gold,afterMath Esports,Team Opulence Gold,2,0,afterMath Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Soniqs vs 1Rule,Soniqs,1Rule,2,0,Soniqs won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Vexo Esports vs select few,Vexo Esports,select few,2,0,Vexo Esports won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Lenny Time vs Eros,Lenny Time,Eros,2,0,Lenny Time won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Able Esports vs StarBound,Able Esports,StarBound,1,2,StarBound won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Gen.G vs Panda Party,Gen.G,Panda Party,2,0,Gen.G won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Spectral Esports vs Big Baller Brand,Spectral Esports,Big Baller Brand,0,2,Big Baller Brand won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,SoaR vs Pasquallys Pizza Posse,SoaR,Pasquallys Pizza Posse,2,0,SoaR won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,TradeLikePros vs Pulsar Red,TradeLikePros,Pulsar Red,2,0,TradeLikePros won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Clanless vs SLODI REPUS,Clanless,SLODI REPUS,2,0,Clanless won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Resonate vs GONJO,Resonate,GONJO,2,1,Resonate won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Nation Gaming vs BaddiesOnVal,Nation Gaming,BaddiesOnVal,2,0,Nation Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,BASILISK vs 5 of a Kind,BASILISK,5 of a Kind,2,0,BASILISK won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,HypeHorizen vs Zenigma Alpha,HypeHorizen,Zenigma Alpha,2,1,HypeHorizen won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Flex Gaming vs MEW2,Flex Gaming,MEW2,2,0,Flex Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Unknown vs BASED,Unknown,BASED,0,2,BASED won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Complexity vs Nana's Biscuits,Complexity,Nana's Biscuits,2,0,Complexity won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Free Fall vs Omnipotent Gaming,Free Fall,Omnipotent Gaming,2,0,Free Fall won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Cosmic Divide vs Chapter 4,Cosmic Divide,Chapter 4,2,0,Cosmic Divide won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Lycus Empire vs Conquest Esports,Lycus Empire,Conquest Esports,2,0,Lycus Empire won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Skwirel Warriers vs Jellyspotters,Skwirel Warriers,Jellyspotters,2,0,Skwirel Warriers won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Mach5 vs RILLAS,Mach5,RILLAS,1,2,RILLAS won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Girl Kissers vs Moonrise Black,Girl Kissers,Moonrise Black,2,0,Girl Kissers won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Moonrise vs Tempest Gaming,Moonrise,Tempest Gaming,2,0,Moonrise won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Nearest Airport vs CG,Nearest Airport,CG,2,0,Nearest Airport won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,New Moon vs Rated Gaming,New Moon,Rated Gaming,1,2,Rated Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,PUGSTARS vs SYR,PUGSTARS,SYR,2,0,PUGSTARS won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Solstice Esports vs AVESTA,Solstice Esports,AVESTA,1,2,AVESTA won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Zero MarksMen Black vs Mizzou Esports,Zero MarksMen Black,Mizzou Esports,2,0,Zero MarksMen Black won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Eclectiq vs Tokyo Revengers,Eclectiq,Tokyo Revengers,2,0,Eclectiq won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Ghost Gaming vs Area of Effect,Ghost Gaming,Area of Effect,2,0,Ghost Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,YFP Gaming vs dart monkeys,YFP Gaming,dart monkeys,2,0,YFP Gaming won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,SWARM esports vs Desire Rising,SWARM esports,Desire Rising,1,2,Desire Rising won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Moon Raccoons vs GodSpeed Gold,Moon Raccoons,GodSpeed Gold,2,0,Moon Raccoons won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,ADHD vs Team Flux,ADHD,Team Flux,2,1,ADHD won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Zer0 Latency vs Face Off,Zer0 Latency,Face Off,2,0,Zer0 Latency won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Aspyre vs Dallas Vendetta,Aspyre,Dallas Vendetta,2,0,Aspyre won
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Round of 128,Cloud9 White vs TEN-5,Cloud9 White,TEN-5,2,1,Cloud9 White won
